Name,Value.videoId,Value.author,text
33,KhBBLRjVkB4,BLD Lightpainting,"The theory of evolution is the greatest hoax ever perpetrated upon mankind, along with man-made global warming."
34,KhBBLRjVkB4,kwpunit,that&#39;s a nice looking chair
35,KhBBLRjVkB4,Ralfs Savins,ahuenno
36,KhBBLRjVkB4,Moh�mmed Aaaraf,Good
37,KhBBLRjVkB4,mrnapolean1,Now I see why computer chairs are so expensive.
38,KhBBLRjVkB4,Maddie,"As a welder, those welds are shit"
39,KhBBLRjVkB4,BPollard86,"Darwin in your everyday life. First evolution, then office chairs. Most influential player to our modern life."
40,KhBBLRjVkB4,EVA-01,What a cheap chair
41,KhBBLRjVkB4,The Argonaught,"Finally, a glorious throne for my fat ass!"
42,KhBBLRjVkB4,K Dub,Luv the music being played during the video .
43,KhBBLRjVkB4,Jorge Nuri,yall have the blueprint so i can make on myself?
44,KhBBLRjVkB4,Apka Fan,"This is a high quality chair, Frame and tilt mechanism looks so durable"
45,KhBBLRjVkB4,fouad fouad,People asking this is an era galaxy and it costs 2k??
46,KhBBLRjVkB4,Stardust Legacy Fighter,"Technically, these super heavy duty office chairs are for Big + Tall ppl only."
47,KhBBLRjVkB4,Chong Moh,"Can I have to get a Seating part, let me know your e mail address."
48,KhBBLRjVkB4,drinny26,Why can?t they make car seats like this? SMH
49,KhBBLRjVkB4,techmouse1101,"Thomas Jefferson made the swivel chair?? Holy crap, Dave Willis was right! I thought he was just joking all those years ago."
50,KhBBLRjVkB4,MKFPV,3k later....
51,KhBBLRjVkB4,thermoking,"<a href=""https://www.youtube.com/watch?v=KhBBLRjVkB4&amp;t=4m46s"">4:46</a> is my favorite band !"
52,KhBBLRjVkB4,BLD Lightpainting,"Think of how much trouble Darwin could have saved himself, if he would have only read the world&#39;s oldest history book, The Holy Bible."
53,KhBBLRjVkB4,BLD Lightpainting,"The theory of evolution is the greatest hoax ever perpetrated upon mankind, along with man-made global warming."
54,KhBBLRjVkB4,kwpunit,that&#39;s a nice looking chair
55,KhBBLRjVkB4,Ralfs Savins,ahuenno
56,KhBBLRjVkB4,Moh�mmed Aaaraf,Good
57,KhBBLRjVkB4,mrnapolean1,Now I see why computer chairs are so expensive.
58,KhBBLRjVkB4,Maddie,"As a welder, those welds are shit"
59,KhBBLRjVkB4,BPollard86,"Darwin in your everyday life. First evolution, then office chairs. Most influential player to our modern life."
60,KhBBLRjVkB4,EVA-01,What a cheap chair
61,865pfvHNg_A,"Ted Kaczynski, American Hero","This brand is called &quot;Camping Kettle&quot; for anybody interested. <br>The one featured in this video seems to be the aluminum anodized version. <br>This one is $89.00<br>They have 2 other versions, a more compact &quot;mKettle&quot; and &quot;Hard anodized aluminum&quot;, both cost $99.00 each<br><br>They have a really great looking frontier stove for $300 which I have no idea how it&#39;s so cheap, considering a garbage grill from Walmart is $200 these days."
62,865pfvHNg_A,Ol' Mr. Ellis,"When I got my kettle in the mail, I didn&#39;t think anything of the packaging, I just figured the retailer I got it from sold it unboxed and repacked it using whatever they had laying around. Now seeing their very own tinsmiths packing them by hand exactly the way mine was, I realize how practical and modest this company is, not relying on flashy labels and expensive boxes to sell their products, just simple, honest old world craftsmanship."
63,865pfvHNg_A,d j,What?s with the abridged videos? This is crap.
64,865pfvHNg_A,shimonigma games,"Now I know, thanks!"
65,865pfvHNg_A,Allan Copland,Haha.  Aloominum..... lol!  We don&#39;t do &quot;Aloominum&#39; in Blighty.
66,865pfvHNg_A,Martin Eco,That&#39;s is awesome ??
67,865pfvHNg_A,Petropavlovsk Kamchatskiy,"Typical of &#39;How it&#39;s made&#39;. Despite this being another famous Irish invention, &#39;How it&#39;s made&#39; shows a british-made Kelly/Ghillie Kettle. The presenter seems to be always very bigoted towards the Irish."
68,865pfvHNg_A,FIAAO,idk why but i busted out laughing when he said &quot;...british news print...&quot; why was the script so oddly specific?
69,865pfvHNg_A,bigearedmouse17,"Today, like Kelly Kettles.I learned the importance of copyright ?"
70,865pfvHNg_A,Carl Sharp,Kelly kettle?
71,865pfvHNg_A,ROtoro,This is sooooo wrong - this so called &quot;invention&quot; was known in Russia for centuries as SAMOVAR!!! What a scam.
72,865pfvHNg_A,Sawyer Canzonere,So cool!
73,865pfvHNg_A,nlomas,"<a href=""https://www.youtube.com/watch?v=865pfvHNg_A&amp;t=2m20s"">2:20</a> it doesn?t work unless its British new print"
74,865pfvHNg_A,Mikee Vee,"I&#39;ll be completely honest here. I&#39;ve never heard of a ghillie kettle til I saw this video and I still don&#39;t know what they&#39;re for, lol."
75,865pfvHNg_A,oneshot_me,Enjoyed the video
76,865pfvHNg_A,Austin Jolly,Today I learned what a Ghillie Kettle was.  And I also learned I want one.
77,865pfvHNg_A,deme7063,&quot;he spends the evening picking aluminum shards out of his hands&quot;
78,865pfvHNg_A,Jeff Ng,Am I early or w0t?
79,865pfvHNg_A,Mahima Joshi,Wow..Very nice...
80,865pfvHNg_A,ellis ellis,????????
81,865pfvHNg_A,"Ted Kaczynski, American Hero","This brand is called &quot;Camping Kettle&quot; for anybody interested. <br>The one featured in this video seems to be the aluminum anodized version. <br>This one is $89.00<br>They have 2 other versions, a more compact &quot;mKettle&quot; and &quot;Hard anodized aluminum&quot;, both cost $99.00 each<br><br>They have a really great looking frontier stove for $300 which I have no idea how it&#39;s so cheap, considering a garbage grill from Walmart is $200 these days."
82,865pfvHNg_A,Ol' Mr. Ellis,"When I got my kettle in the mail, I didn&#39;t think anything of the packaging, I just figured the retailer I got it from sold it unboxed and repacked it using whatever they had laying around. Now seeing their very own tinsmiths packing them by hand exactly the way mine was, I realize how practical and modest this company is, not relying on flashy labels and expensive boxes to sell their products, just simple, honest old world craftsmanship."
83,865pfvHNg_A,d j,What?s with the abridged videos? This is crap.
84,865pfvHNg_A,shimonigma games,"Now I know, thanks!"
85,865pfvHNg_A,Allan Copland,Haha.  Aloominum..... lol!  We don&#39;t do &quot;Aloominum&#39; in Blighty.
86,865pfvHNg_A,Martin Eco,That&#39;s is awesome ??
87,865pfvHNg_A,Petropavlovsk Kamchatskiy,"Typical of &#39;How it&#39;s made&#39;. Despite this being another famous Irish invention, &#39;How it&#39;s made&#39; shows a british-made Kelly/Ghillie Kettle. The presenter seems to be always very bigoted towards the Irish."
88,865pfvHNg_A,FIAAO,idk why but i busted out laughing when he said &quot;...british news print...&quot; why was the script so oddly specific?
89,865pfvHNg_A,bigearedmouse17,"Today, like Kelly Kettles.I learned the importance of copyright ?"
90,865pfvHNg_A,Carl Sharp,Kelly kettle?
91,865pfvHNg_A,ROtoro,This is sooooo wrong - this so called &quot;invention&quot; was known in Russia for centuries as SAMOVAR!!! What a scam.
92,865pfvHNg_A,Sawyer Canzonere,So cool!
93,865pfvHNg_A,nlomas,"<a href=""https://www.youtube.com/watch?v=865pfvHNg_A&amp;t=2m20s"">2:20</a> it doesn?t work unless its British new print"
94,865pfvHNg_A,Mikee Vee,"I&#39;ll be completely honest here. I&#39;ve never heard of a ghillie kettle til I saw this video and I still don&#39;t know what they&#39;re for, lol."
95,865pfvHNg_A,oneshot_me,Enjoyed the video
96,865pfvHNg_A,Austin Jolly,Today I learned what a Ghillie Kettle was.  And I also learned I want one.
97,865pfvHNg_A,deme7063,&quot;he spends the evening picking aluminum shards out of his hands&quot;
98,865pfvHNg_A,Jeff Ng,Am I early or w0t?
99,865pfvHNg_A,Mahima Joshi,Wow..Very nice...
100,865pfvHNg_A,ellis ellis,????????
101,865pfvHNg_A,"Ted Kaczynski, American Hero","This brand is called &quot;Camping Kettle&quot; for anybody interested. <br>The one featured in this video seems to be the aluminum anodized version. <br>This one is $89.00<br>They have 2 other versions, a more compact &quot;mKettle&quot; and &quot;Hard anodized aluminum&quot;, both cost $99.00 each<br><br>They have a really great looking frontier stove for $300 which I have no idea how it&#39;s so cheap, considering a garbage grill from Walmart is $200 these days."
102,865pfvHNg_A,Ol' Mr. Ellis,"When I got my kettle in the mail, I didn&#39;t think anything of the packaging, I just figured the retailer I got it from sold it unboxed and repacked it using whatever they had laying around. Now seeing their very own tinsmiths packing them by hand exactly the way mine was, I realize how practical and modest this company is, not relying on flashy labels and expensive boxes to sell their products, just simple, honest old world craftsmanship."
103,865pfvHNg_A,d j,What?s with the abridged videos? This is crap.
104,865pfvHNg_A,shimonigma games,"Now I know, thanks!"
105,865pfvHNg_A,Allan Copland,Haha.  Aloominum..... lol!  We don&#39;t do &quot;Aloominum&#39; in Blighty.
106,865pfvHNg_A,Martin Eco,That&#39;s is awesome ??
107,865pfvHNg_A,Petropavlovsk Kamchatskiy,"Typical of &#39;How it&#39;s made&#39;. Despite this being another famous Irish invention, &#39;How it&#39;s made&#39; shows a british-made Kelly/Ghillie Kettle. The presenter seems to be always very bigoted towards the Irish."
108,865pfvHNg_A,FIAAO,idk why but i busted out laughing when he said &quot;...british news print...&quot; why was the script so oddly specific?
109,865pfvHNg_A,bigearedmouse17,"Today, like Kelly Kettles.I learned the importance of copyright ?"
110,865pfvHNg_A,Carl Sharp,Kelly kettle?
111,865pfvHNg_A,ROtoro,This is sooooo wrong - this so called &quot;invention&quot; was known in Russia for centuries as SAMOVAR!!! What a scam.
112,865pfvHNg_A,Sawyer Canzonere,So cool!
113,865pfvHNg_A,nlomas,"<a href=""https://www.youtube.com/watch?v=865pfvHNg_A&amp;t=2m20s"">2:20</a> it doesn?t work unless its British new print"
114,865pfvHNg_A,Mikee Vee,"I&#39;ll be completely honest here. I&#39;ve never heard of a ghillie kettle til I saw this video and I still don&#39;t know what they&#39;re for, lol."
115,865pfvHNg_A,oneshot_me,Enjoyed the video
116,865pfvHNg_A,Austin Jolly,Today I learned what a Ghillie Kettle was.  And I also learned I want one.
117,865pfvHNg_A,deme7063,&quot;he spends the evening picking aluminum shards out of his hands&quot;
118,865pfvHNg_A,Jeff Ng,Am I early or w0t?
119,865pfvHNg_A,Mahima Joshi,Wow..Very nice...
120,865pfvHNg_A,ellis ellis,????????
121,NVQz-veBPLU,LearnToJuggleNOW,"Great video but it should note that unless you&#39;re aiming for world records, you don&#39;t need to make up so many images. A 2 digits pao system (100 characters doing 100 actions with 100 objects) can work wonders. A 2 digits major system (just 100 images made up using an easy to learn code) can be built in like 2 hours and can also be very efficient. A 1 digit pao system (10 characters doing 10 actions with 10 objects) is super easy to learn and is perfect for people who just want to remember their credit card numbers and so on. Don&#39;t let the apparent complexity of all that put you off, it&#39;s honestly very fun and not that hard. You can use similar techniques to remember almost any kinds of information. Google Art of Memory to learn more."
122,NVQz-veBPLU,Free Games,"You will be interested to play it!<br><a href=""https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed"">https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed</a>"
123,NVQz-veBPLU,Pranjal Rai,remember 3000 people actions and objects? seriously?
124,NVQz-veBPLU,NanoNebula,why not just use colors...
125,NVQz-veBPLU,Matt Jerkhole,This is interesting. But I&#39;m not sure if it&#39;s easier to remember 3000 people/actions/objects than to memorize a simple number for a short time.
126,NVQz-veBPLU,LearnToJuggleNOW,"Great video but it should note that unless you&#39;re aiming for world records, you don&#39;t need to make up so many images. A 2 digits pao system (100 characters doing 100 actions with 100 objects) can work wonders. A 2 digits major system (just 100 images made up using an easy to learn code) can be built in like 2 hours and can also be very efficient. A 1 digit pao system (10 characters doing 10 actions with 10 objects) is super easy to learn and is perfect for people who just want to remember their credit card numbers and so on. Don&#39;t let the apparent complexity of all that put you off, it&#39;s honestly very fun and not that hard. You can use similar techniques to remember almost any kinds of information. Google Art of Memory to learn more."
127,NVQz-veBPLU,Free Games,"You will be interested to play it!<br><a href=""https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed"">https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed</a>"
128,NVQz-veBPLU,Pranjal Rai,remember 3000 people actions and objects? seriously?
129,NVQz-veBPLU,NanoNebula,why not just use colors...
130,NVQz-veBPLU,Matt Jerkhole,This is interesting. But I&#39;m not sure if it&#39;s easier to remember 3000 people/actions/objects than to memorize a simple number for a short time.
131,NVQz-veBPLU,LearnToJuggleNOW,"Great video but it should note that unless you&#39;re aiming for world records, you don&#39;t need to make up so many images. A 2 digits pao system (100 characters doing 100 actions with 100 objects) can work wonders. A 2 digits major system (just 100 images made up using an easy to learn code) can be built in like 2 hours and can also be very efficient. A 1 digit pao system (10 characters doing 10 actions with 10 objects) is super easy to learn and is perfect for people who just want to remember their credit card numbers and so on. Don&#39;t let the apparent complexity of all that put you off, it&#39;s honestly very fun and not that hard. You can use similar techniques to remember almost any kinds of information. Google Art of Memory to learn more."
132,NVQz-veBPLU,Free Games,"You will be interested to play it!<br><a href=""https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed"">https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed</a>"
133,NVQz-veBPLU,Pranjal Rai,remember 3000 people actions and objects? seriously?
134,NVQz-veBPLU,NanoNebula,why not just use colors...
135,NVQz-veBPLU,Matt Jerkhole,This is interesting. But I&#39;m not sure if it&#39;s easier to remember 3000 people/actions/objects than to memorize a simple number for a short time.
136,NVQz-veBPLU,LearnToJuggleNOW,"Great video but it should note that unless you&#39;re aiming for world records, you don&#39;t need to make up so many images. A 2 digits pao system (100 characters doing 100 actions with 100 objects) can work wonders. A 2 digits major system (just 100 images made up using an easy to learn code) can be built in like 2 hours and can also be very efficient. A 1 digit pao system (10 characters doing 10 actions with 10 objects) is super easy to learn and is perfect for people who just want to remember their credit card numbers and so on. Don&#39;t let the apparent complexity of all that put you off, it&#39;s honestly very fun and not that hard. You can use similar techniques to remember almost any kinds of information. Google Art of Memory to learn more."
137,NVQz-veBPLU,Free Games,"You will be interested to play it!<br><a href=""https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed"">https://play.google.com/store/apps/details?id=com.freedomgames.memoryzed</a>"
138,NVQz-veBPLU,Pranjal Rai,remember 3000 people actions and objects? seriously?
139,NVQz-veBPLU,NanoNebula,why not just use colors...
140,NVQz-veBPLU,Matt Jerkhole,This is interesting. But I&#39;m not sure if it&#39;s easier to remember 3000 people/actions/objects than to memorize a simple number for a short time.
141,scYkjf2Fmmc,E85STI,I love all the terminology and the music they use. Under a shower of sugar crystals that sounds elegant.
142,scYkjf2Fmmc,N Baua,When you&#39;re in France and around..you get these freshly prepared and baked in many places and Cafes.
143,scYkjf2Fmmc,Coniyat,Wait a minute this ain&#39;t huggbees
144,scYkjf2Fmmc,stormbossplayz,the most educational YouTube channel I&#39;ve ever watched.
145,scYkjf2Fmmc,T. Kendrick,Yum... gotta go buy some.
146,scYkjf2Fmmc,????????,?????
147,scYkjf2Fmmc,LGM1PULSAR,??? ?????? ??
148,scYkjf2Fmmc,Th�o Khammanivong,coucou les gii :p
149,scYkjf2Fmmc,Mark Smith,They come four to box but show five at the end. Must have been five at filming. Yum for all.
150,scYkjf2Fmmc,?????1990,????...
151,scYkjf2Fmmc,????? ??????,????......
152,scYkjf2Fmmc,Samantha Brecker,Don&#39;t mix that with the shovel you stupid worker
153,scYkjf2Fmmc,Paul Taylor,"Cruel Cruel  sugar, salt can&#39;t have it ! High blood pressure &amp; border line diabetes:-("
154,scYkjf2Fmmc,Coolwolfygamer452,time
155,scYkjf2Fmmc,gubaguy,"Won&#39;t reveal the temperature, immediately tells temperature"
156,scYkjf2Fmmc,The Viking Warrior,-183 degrees F....  Holy shit!
157,scYkjf2Fmmc,Dave Zhang,Hey look! It?s the same company as the sticky cinnamon rolls episode.
158,scYkjf2Fmmc,Gloria Garza,Awesome!!!!??????
159,scYkjf2Fmmc,Matthew NotSo McConaughey,If I work there it would be a toss-up of me getting fired or them taking my entire paycheck for the next 600 years I could not resist the blueberries
160,scYkjf2Fmmc,Matthew Wickman,"...they add butter, LOTS of butter..."
161,scYkjf2Fmmc,E85STI,I love all the terminology and the music they use. Under a shower of sugar crystals that sounds elegant.
162,scYkjf2Fmmc,N Baua,When you&#39;re in France and around..you get these freshly prepared and baked in many places and Cafes.
163,scYkjf2Fmmc,Coniyat,Wait a minute this ain&#39;t huggbees
164,scYkjf2Fmmc,stormbossplayz,the most educational YouTube channel I&#39;ve ever watched.
165,scYkjf2Fmmc,T. Kendrick,Yum... gotta go buy some.
166,scYkjf2Fmmc,????????,?????
167,scYkjf2Fmmc,LGM1PULSAR,??? ?????? ??
168,scYkjf2Fmmc,Th�o Khammanivong,coucou les gii :p
169,scYkjf2Fmmc,Mark Smith,They come four to box but show five at the end. Must have been five at filming. Yum for all.
170,scYkjf2Fmmc,?????1990,????...
171,scYkjf2Fmmc,????? ??????,????......
172,scYkjf2Fmmc,Samantha Brecker,Don&#39;t mix that with the shovel you stupid worker
173,scYkjf2Fmmc,Paul Taylor,"Cruel Cruel  sugar, salt can&#39;t have it ! High blood pressure &amp; border line diabetes:-("
174,scYkjf2Fmmc,Coolwolfygamer452,time
175,scYkjf2Fmmc,gubaguy,"Won&#39;t reveal the temperature, immediately tells temperature"
176,scYkjf2Fmmc,The Viking Warrior,-183 degrees F....  Holy shit!
177,scYkjf2Fmmc,Dave Zhang,Hey look! It?s the same company as the sticky cinnamon rolls episode.
178,scYkjf2Fmmc,Gloria Garza,Awesome!!!!??????
179,scYkjf2Fmmc,Matthew NotSo McConaughey,If I work there it would be a toss-up of me getting fired or them taking my entire paycheck for the next 600 years I could not resist the blueberries
180,scYkjf2Fmmc,Matthew Wickman,"...they add butter, LOTS of butter..."
181,scYkjf2Fmmc,E85STI,I love all the terminology and the music they use. Under a shower of sugar crystals that sounds elegant.
182,scYkjf2Fmmc,N Baua,When you&#39;re in France and around..you get these freshly prepared and baked in many places and Cafes.
183,scYkjf2Fmmc,Coniyat,Wait a minute this ain&#39;t huggbees
184,scYkjf2Fmmc,stormbossplayz,the most educational YouTube channel I&#39;ve ever watched.
185,scYkjf2Fmmc,T. Kendrick,Yum... gotta go buy some.
186,scYkjf2Fmmc,????????,?????
187,scYkjf2Fmmc,LGM1PULSAR,??? ?????? ??
188,scYkjf2Fmmc,Th�o Khammanivong,coucou les gii :p
189,scYkjf2Fmmc,Mark Smith,They come four to box but show five at the end. Must have been five at filming. Yum for all.
190,scYkjf2Fmmc,?????1990,????...
191,scYkjf2Fmmc,????? ??????,????......
192,scYkjf2Fmmc,Samantha Brecker,Don&#39;t mix that with the shovel you stupid worker
193,scYkjf2Fmmc,Paul Taylor,"Cruel Cruel  sugar, salt can&#39;t have it ! High blood pressure &amp; border line diabetes:-("
194,scYkjf2Fmmc,Coolwolfygamer452,time
195,scYkjf2Fmmc,gubaguy,"Won&#39;t reveal the temperature, immediately tells temperature"
196,scYkjf2Fmmc,The Viking Warrior,-183 degrees F....  Holy shit!
197,scYkjf2Fmmc,Dave Zhang,Hey look! It?s the same company as the sticky cinnamon rolls episode.
198,scYkjf2Fmmc,Gloria Garza,Awesome!!!!??????
199,scYkjf2Fmmc,Matthew NotSo McConaughey,If I work there it would be a toss-up of me getting fired or them taking my entire paycheck for the next 600 years I could not resist the blueberries
200,scYkjf2Fmmc,Matthew Wickman,"...they add butter, LOTS of butter..."
201,scYkjf2Fmmc,E85STI,I love all the terminology and the music they use. Under a shower of sugar crystals that sounds elegant.
202,scYkjf2Fmmc,N Baua,When you&#39;re in France and around..you get these freshly prepared and baked in many places and Cafes.
203,scYkjf2Fmmc,Coniyat,Wait a minute this ain&#39;t huggbees
204,scYkjf2Fmmc,stormbossplayz,the most educational YouTube channel I&#39;ve ever watched.
205,scYkjf2Fmmc,T. Kendrick,Yum... gotta go buy some.
206,scYkjf2Fmmc,????????,?????
207,scYkjf2Fmmc,LGM1PULSAR,??? ?????? ??
208,scYkjf2Fmmc,Th�o Khammanivong,coucou les gii :p
209,scYkjf2Fmmc,Mark Smith,They come four to box but show five at the end. Must have been five at filming. Yum for all.
210,scYkjf2Fmmc,?????1990,????...
211,scYkjf2Fmmc,????? ??????,????......
212,scYkjf2Fmmc,Samantha Brecker,Don&#39;t mix that with the shovel you stupid worker
213,scYkjf2Fmmc,Paul Taylor,"Cruel Cruel  sugar, salt can&#39;t have it ! High blood pressure &amp; border line diabetes:-("
214,scYkjf2Fmmc,Coolwolfygamer452,time
215,scYkjf2Fmmc,gubaguy,"Won&#39;t reveal the temperature, immediately tells temperature"
216,scYkjf2Fmmc,The Viking Warrior,-183 degrees F....  Holy shit!
217,scYkjf2Fmmc,Dave Zhang,Hey look! It?s the same company as the sticky cinnamon rolls episode.
218,scYkjf2Fmmc,Gloria Garza,Awesome!!!!??????
219,scYkjf2Fmmc,Matthew NotSo McConaughey,If I work there it would be a toss-up of me getting fired or them taking my entire paycheck for the next 600 years I could not resist the blueberries
220,scYkjf2Fmmc,Matthew Wickman,"...they add butter, LOTS of butter..."
221,scYkjf2Fmmc,E85STI,I love all the terminology and the music they use. Under a shower of sugar crystals that sounds elegant.
222,scYkjf2Fmmc,N Baua,When you&#39;re in France and around..you get these freshly prepared and baked in many places and Cafes.
223,scYkjf2Fmmc,Coniyat,Wait a minute this ain&#39;t huggbees
224,scYkjf2Fmmc,stormbossplayz,the most educational YouTube channel I&#39;ve ever watched.
225,scYkjf2Fmmc,T. Kendrick,Yum... gotta go buy some.
226,scYkjf2Fmmc,????????,?????
227,scYkjf2Fmmc,LGM1PULSAR,??? ?????? ??
228,scYkjf2Fmmc,Th�o Khammanivong,coucou les gii :p
229,scYkjf2Fmmc,Mark Smith,They come four to box but show five at the end. Must have been five at filming. Yum for all.
230,scYkjf2Fmmc,?????1990,????...
231,scYkjf2Fmmc,????? ??????,????......
232,scYkjf2Fmmc,Samantha Brecker,Don&#39;t mix that with the shovel you stupid worker
233,scYkjf2Fmmc,Paul Taylor,"Cruel Cruel  sugar, salt can&#39;t have it ! High blood pressure &amp; border line diabetes:-("
234,scYkjf2Fmmc,Coolwolfygamer452,time
235,scYkjf2Fmmc,gubaguy,"Won&#39;t reveal the temperature, immediately tells temperature"
236,scYkjf2Fmmc,The Viking Warrior,-183 degrees F....  Holy shit!
237,scYkjf2Fmmc,Dave Zhang,Hey look! It?s the same company as the sticky cinnamon rolls episode.
238,scYkjf2Fmmc,Gloria Garza,Awesome!!!!??????
239,scYkjf2Fmmc,Matthew NotSo McConaughey,If I work there it would be a toss-up of me getting fired or them taking my entire paycheck for the next 600 years I could not resist the blueberries
240,scYkjf2Fmmc,Matthew Wickman,"...they add butter, LOTS of butter..."
241,kjBOesZCoqc,Trenton Fleming,"I watched this in college to make sure I passed a course. Watching these 6 years later so I can do computer graphics by building that Geometric understanding mentioned in <a href=""https://www.youtube.com/watch?v=kjBOesZCoqc&amp;t=1m41s"">1:41</a>. Thank you 3Blue1Brown for bringing the art front and center."
242,kjBOesZCoqc,PumpkinMAn,"As I was learning this in school, it felt like made up math I had to get good at for some reason. Thanks for making it make sense!"
243,kjBOesZCoqc,bernizhel,"thank you very much for your series! I am a freshman and the linear algebra got me, your playlist helped me a lot ??"
244,kjBOesZCoqc,Sinfinite,Mfw I don?t have a intuitive answer the answer for the sin of that angle ??
245,kjBOesZCoqc,abhishek singh,Thanks!
246,kjBOesZCoqc,Mo Re,?????? ???? ?? ???? ???????.. ?????? ???!!
247,kjBOesZCoqc,Ahmetcan Aksu,Thanks for such a good videos!
248,kjBOesZCoqc,Hyoungju Lim,"There is an error in <a href=""https://www.youtube.com/watch?v=kjBOesZCoqc&amp;t=0m35s"">0:35</a>: The determinant should be ad-bc."
249,kjBOesZCoqc,Muhammad Ali,"exactly, thinking through the concepts by yourself is exactly where the real learning happens."
250,kjBOesZCoqc,mad's head,Plz speak slow i always have to compute what&#39;s shown on the screen it f my mind
251,kjBOesZCoqc,AltairCrysis,"Is it just me, or are all the English subtitles a bit off timing-wise? <br>i.e. when I watch a scene, I see subtitles from the next scene, making it confusing to follow"
252,kjBOesZCoqc,Xinran Tian,"<a href=""https://www.youtube.com/watch?v=kjBOesZCoqc&amp;t=0m36s"">0:36</a>: determinant: ad - bc"
253,kjBOesZCoqc,David Caron,"Brutal lecture video, if the text doesn&#39;t match the audio; how can I even consider this person qualified to explain linear algebra."
254,kjBOesZCoqc,Ahmet Burak EK?N,Sizin yapaca??n?z alt yaz?n?n i�ine s?�ay?m.<br>Let me shit in your subtitle
255,kjBOesZCoqc,Fella,Such a bro ??
256,kjBOesZCoqc,Shelburn James,Trig and Calc were not required took 4 years of math can&#39;t remember a thing two semester in college total blank sometimes it took several books to solve a three page answer nevermind
257,kjBOesZCoqc,Wicowan,"been watching your videos for a while, always as a hobby, but I found myself back to <b>study</b> , exams coming ahahaha"
258,kjBOesZCoqc,Bruno Wayne,Sacaron el canal en espa�ol  :( :(
259,kjBOesZCoqc,J Creole,Thank you Grant Sanderson! Bless you.
260,kjBOesZCoqc,?????? ?????????,"There are no words how to describe the feeling when you want to research something in math, search though YouTube and find series from 3Blue1Brown! You feel that you will learn math beautifully ??"
