Name,Value.videoId,Value.author,text
48,YSAFr7by81U,Krisinatorr,The good old days ??
49,YSAFr7by81U,marlyy k,2022????
50,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
51,YSAFr7by81U,Haley Bennett,This is literally stranger things
52,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
53,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
54,YSAFr7by81U,BENJAMIN V.,2022?
55,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
56,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
57,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
58,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
59,YSAFr7by81U,Lexi Sauve,Hi
60,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
61,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
62,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
63,YSAFr7by81U,SleepySabi,Rewatching in 2023 ????
64,YSAFr7by81U,Laki2Mempuni,i miss it
65,YSAFr7by81U,M Balazs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=21m00s"">21:00</a> the new level of quality gaming"
66,YSAFr7by81U,Leia,"What happened to part 4?  and there is another 1 episode missing, dont remember the number.  missing episodes messes up the whole experience"
67,YSAFr7by81U,Maria K,2022 Still love watching your playthroughs bro
68,YSAFr7by81U,Krisinatorr,The good old days ??
69,YSAFr7by81U,marlyy k,2022????
70,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
71,YSAFr7by81U,Haley Bennett,This is literally stranger things
72,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
73,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
74,YSAFr7by81U,BENJAMIN V.,2022?
75,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
76,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
77,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
78,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
79,YSAFr7by81U,Lexi Sauve,Hi
80,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
81,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
82,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
83,YSAFr7by81U,SleepySabi,Rewatching in 2023 ????
84,YSAFr7by81U,Laki2Mempuni,i miss it
85,YSAFr7by81U,M Balazs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=21m00s"">21:00</a> the new level of quality gaming"
86,YSAFr7by81U,Leia,"What happened to part 4?  and there is another 1 episode missing, dont remember the number.  missing episodes messes up the whole experience"
87,YSAFr7by81U,Maria K,2022 Still love watching your playthroughs bro
88,YSAFr7by81U,Krisinatorr,The good old days ??
89,YSAFr7by81U,marlyy k,2022????
90,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
91,YSAFr7by81U,Haley Bennett,This is literally stranger things
92,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
93,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
94,YSAFr7by81U,BENJAMIN V.,2022?
95,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
96,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
97,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
98,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
99,YSAFr7by81U,Lexi Sauve,Hi
100,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
101,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
102,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
103,-4FZo8IGDUM,Asep gt,me from 2021
104,-4FZo8IGDUM,Pienotto,"The colossi are not designed like monsters, they are designed in an empathic way, so the protagonist indeed seems a bit evil, he&#39;s totally self-interested. But I think that the point is that killing the colossi is a sacrifice, he wouldn&#39;t do this normally."
105,-4FZo8IGDUM,Zufar Dwi,I have arrived
106,-4FZo8IGDUM,Yes yes,Day 16 of commenting on every single one of pewds videos. Video count:810
107,-4FZo8IGDUM,Sarah H,2020 anyone?
108,-4FZo8IGDUM,SuperFire64,Attack on titan vibes
109,-4FZo8IGDUM,xDissension,Pewds Pls replay this game like in Amnesia the Dark Descent. Then u can name this horse JOERGEN
110,-4FZo8IGDUM,Keegan Wilson,Need these kind of play throughs again
111,-4FZo8IGDUM,ADRIAN CHRISTOPHER,????????
112,-4FZo8IGDUM,Iron Man,What is the music at the end of pews vids?
113,-4FZo8IGDUM,Wanda sparks,Pewdz: &quot;not today. Not today. Not today.&quot; <b>insert not today by bts</b>
114,-4FZo8IGDUM,Emily Meadors,anyone else here in 2020?
115,-4FZo8IGDUM,yup nope,lmao that first fall
116,-4FZo8IGDUM,agus adityakp,Joergen and pewds travel to beat some collusi
117,-4FZo8IGDUM,Matthew C,"this is crazy this game came out before both Twilight Princess and Darksouls, but it reminds me of both of them. ??"
118,-4FZo8IGDUM,Gandalf,Is this joergen?
119,-4FZo8IGDUM,Moch Ibad,its you jorgen :v
120,-4FZo8IGDUM,Pangkou Lee,This playthrough is intense.
121,-4FZo8IGDUM,Simone Molino,This is really First video of pewdiepie?
122,-4FZo8IGDUM,NEKRIK?S,2019?
123,-4FZo8IGDUM,Asep gt,me from 2021
124,-4FZo8IGDUM,Pienotto,"The colossi are not designed like monsters, they are designed in an empathic way, so the protagonist indeed seems a bit evil, he&#39;s totally self-interested. But I think that the point is that killing the colossi is a sacrifice, he wouldn&#39;t do this normally."
125,-4FZo8IGDUM,Zufar Dwi,I have arrived
126,-4FZo8IGDUM,Yes yes,Day 16 of commenting on every single one of pewds videos. Video count:810
127,-4FZo8IGDUM,Sarah H,2020 anyone?
128,-4FZo8IGDUM,SuperFire64,Attack on titan vibes
129,-4FZo8IGDUM,xDissension,Pewds Pls replay this game like in Amnesia the Dark Descent. Then u can name this horse JOERGEN
130,-4FZo8IGDUM,Keegan Wilson,Need these kind of play throughs again
131,-4FZo8IGDUM,ADRIAN CHRISTOPHER,????????
132,-4FZo8IGDUM,Iron Man,What is the music at the end of pews vids?
133,-4FZo8IGDUM,Wanda sparks,Pewdz: &quot;not today. Not today. Not today.&quot; <b>insert not today by bts</b>
134,-4FZo8IGDUM,Emily Meadors,anyone else here in 2020?
135,-4FZo8IGDUM,yup nope,lmao that first fall
136,-4FZo8IGDUM,agus adityakp,Joergen and pewds travel to beat some collusi
137,-4FZo8IGDUM,Matthew C,"this is crazy this game came out before both Twilight Princess and Darksouls, but it reminds me of both of them. ??"
138,-4FZo8IGDUM,Gandalf,Is this joergen?
139,-4FZo8IGDUM,Moch Ibad,its you jorgen :v
140,-4FZo8IGDUM,Pangkou Lee,This playthrough is intense.
141,-4FZo8IGDUM,Simone Molino,This is really First video of pewdiepie?
142,-4FZo8IGDUM,NEKRIK?S,2019?
143,-4FZo8IGDUM,Asep gt,me from 2021
144,-4FZo8IGDUM,Pienotto,"The colossi are not designed like monsters, they are designed in an empathic way, so the protagonist indeed seems a bit evil, he&#39;s totally self-interested. But I think that the point is that killing the colossi is a sacrifice, he wouldn&#39;t do this normally."
145,-4FZo8IGDUM,Zufar Dwi,I have arrived
146,-4FZo8IGDUM,Yes yes,Day 16 of commenting on every single one of pewds videos. Video count:810
147,-4FZo8IGDUM,Sarah H,2020 anyone?
148,-4FZo8IGDUM,SuperFire64,Attack on titan vibes
149,-4FZo8IGDUM,xDissension,Pewds Pls replay this game like in Amnesia the Dark Descent. Then u can name this horse JOERGEN
150,-4FZo8IGDUM,Keegan Wilson,Need these kind of play throughs again
151,-4FZo8IGDUM,ADRIAN CHRISTOPHER,????????
152,-4FZo8IGDUM,Iron Man,What is the music at the end of pews vids?
153,-4FZo8IGDUM,Wanda sparks,Pewdz: &quot;not today. Not today. Not today.&quot; <b>insert not today by bts</b>
154,-4FZo8IGDUM,Emily Meadors,anyone else here in 2020?
155,-4FZo8IGDUM,yup nope,lmao that first fall
156,-4FZo8IGDUM,agus adityakp,Joergen and pewds travel to beat some collusi
157,-4FZo8IGDUM,Matthew C,"this is crazy this game came out before both Twilight Princess and Darksouls, but it reminds me of both of them. ??"
158,-4FZo8IGDUM,Gandalf,Is this joergen?
159,-4FZo8IGDUM,Moch Ibad,its you jorgen :v
160,-4FZo8IGDUM,Pangkou Lee,This playthrough is intense.
161,-4FZo8IGDUM,Simone Molino,This is really First video of pewdiepie?
162,-4FZo8IGDUM,NEKRIK?S,2019?
163,-4FZo8IGDUM,Asep gt,me from 2021
164,-4FZo8IGDUM,Pienotto,"The colossi are not designed like monsters, they are designed in an empathic way, so the protagonist indeed seems a bit evil, he&#39;s totally self-interested. But I think that the point is that killing the colossi is a sacrifice, he wouldn&#39;t do this normally."
165,-4FZo8IGDUM,Zufar Dwi,I have arrived
166,-4FZo8IGDUM,Yes yes,Day 16 of commenting on every single one of pewds videos. Video count:810
167,-4FZo8IGDUM,Sarah H,2020 anyone?
168,-4FZo8IGDUM,SuperFire64,Attack on titan vibes
169,-4FZo8IGDUM,xDissension,Pewds Pls replay this game like in Amnesia the Dark Descent. Then u can name this horse JOERGEN
170,-4FZo8IGDUM,Keegan Wilson,Need these kind of play throughs again
171,-4FZo8IGDUM,ADRIAN CHRISTOPHER,????????
172,-4FZo8IGDUM,Iron Man,What is the music at the end of pews vids?
173,-4FZo8IGDUM,Wanda sparks,Pewdz: &quot;not today. Not today. Not today.&quot; <b>insert not today by bts</b>
174,-4FZo8IGDUM,Emily Meadors,anyone else here in 2020?
175,-4FZo8IGDUM,yup nope,lmao that first fall
176,-4FZo8IGDUM,agus adityakp,Joergen and pewds travel to beat some collusi
177,-4FZo8IGDUM,Matthew C,"this is crazy this game came out before both Twilight Princess and Darksouls, but it reminds me of both of them. ??"
178,-4FZo8IGDUM,Gandalf,Is this joergen?
179,-4FZo8IGDUM,Moch Ibad,its you jorgen :v
180,-4FZo8IGDUM,Pangkou Lee,This playthrough is intense.
181,-4FZo8IGDUM,Simone Molino,This is really First video of pewdiepie?
182,-4FZo8IGDUM,NEKRIK?S,2019?
183,F3Xm8c1gtRA,mariethesizzler 9492,I actually get her because everytime my sister goes on live she starts getting called &quot;whore&quot; and telling her that she doesn&#39;t belong and it&#39;s sad it&#39;s especially hard to play gta online
184,F3Xm8c1gtRA,Big Guy,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=3m20s"">3:20</a>"
185,F3Xm8c1gtRA,SKAVE,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=4m15s"">4:15</a> she said 10- 15 years ago ? Isn&#39;t she like 19 ?! x)"
186,F3Xm8c1gtRA,Michael,how tf do you not know what misogynistic means.
187,F3Xm8c1gtRA,Dgaan_Dragonking,"the thing about the &quot;competitive gaming is just as demanding as physical sport question&quot;, is that it doesn&#39;t say physically demanding. just says demanding. yes competitve gaming isn&#39;t as physically demanding. but they are both mentally demanding in the fact that in both competitive gaming and physical sport you have to be able to make split second decisions on the fly as thing change around you."
188,F3Xm8c1gtRA,FartShitManZaBest,bro said soccer
189,F3Xm8c1gtRA,Bobby Clemens,So I&#39;ve never played call of duty but didn&#39;t most gaming lobbies have children screaming the n-word. I&#39;m sorry but that&#39;s something you kinda have to get used to and roll with the punches
190,F3Xm8c1gtRA,Winstology101,"IMO women get more negative AND positive attention in game lobbies. Sometimes I feel sorry for them and it&#39;s really nasty, sometimes I am amazed at the power they wield over the males in the lobby."
191,F3Xm8c1gtRA,Svihl,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m31s"">15:31</a> / <a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m47s"">15:47</a>"
192,F3Xm8c1gtRA,CrazyCatCrew,Ariana get&#39;s trash talked<br>&quot;It&#39;s a terrible thing to experience as a female&quot;
193,F3Xm8c1gtRA,Muzan Kibutsuji,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=1m20s"">1:20</a> I don?t? think that is overwatch"
194,F3Xm8c1gtRA,Fugu Meister,"What&#39;s with the sharp and loud breath at <a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=7m04s"">7:04</a>"
195,F3Xm8c1gtRA,Hirschy Kirkwood,Pewds. Question wasn&#39;t &quot;physcially&quot; at all.
196,F3Xm8c1gtRA,TheSwedishHistorian,"When a girl speaks on the mic: oMg, ArE yOU A WoMAn?"
197,F3Xm8c1gtRA,Zill Bill,"I wouldn&#39;t say gaming is anti, more just internet culture in general is"
198,F3Xm8c1gtRA,Mega Chad,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=13m30s"">13:30</a>"
199,F3Xm8c1gtRA,donaastor,I literally died when he said &quot;anti what?&quot;
200,F3Xm8c1gtRA,NANI?¨,"I do think video games encourage violence by guys cause there?s almost no women who games and likes violence irl, men like the violence and they think it?s cool, they get inspiration too<br>Like it encourages them TO MAKE violence, there?s always something that will encourage people to do something like for some people, YouTubers for them encourages them to do YouTube because they want to do what the YouTubers are doing online.<br>But I really think it?s a Man problem that they get inspired to be violent because of video games and movies etc ??"
201,F3Xm8c1gtRA,Whatever I make,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=3m08s"">3:08</a> oops that question didnt age well"
202,F3Xm8c1gtRA,[FLT]RHE-Searcy,??
203,F3Xm8c1gtRA,mariethesizzler 9492,I actually get her because everytime my sister goes on live she starts getting called &quot;whore&quot; and telling her that she doesn&#39;t belong and it&#39;s sad it&#39;s especially hard to play gta online
204,F3Xm8c1gtRA,Big Guy,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=3m20s"">3:20</a>"
205,F3Xm8c1gtRA,SKAVE,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=4m15s"">4:15</a> she said 10- 15 years ago ? Isn&#39;t she like 19 ?! x)"
206,F3Xm8c1gtRA,Michael,how tf do you not know what misogynistic means.
207,F3Xm8c1gtRA,Dgaan_Dragonking,"the thing about the &quot;competitive gaming is just as demanding as physical sport question&quot;, is that it doesn&#39;t say physically demanding. just says demanding. yes competitve gaming isn&#39;t as physically demanding. but they are both mentally demanding in the fact that in both competitive gaming and physical sport you have to be able to make split second decisions on the fly as thing change around you."
208,F3Xm8c1gtRA,FartShitManZaBest,bro said soccer
209,F3Xm8c1gtRA,Bobby Clemens,So I&#39;ve never played call of duty but didn&#39;t most gaming lobbies have children screaming the n-word. I&#39;m sorry but that&#39;s something you kinda have to get used to and roll with the punches
210,F3Xm8c1gtRA,Winstology101,"IMO women get more negative AND positive attention in game lobbies. Sometimes I feel sorry for them and it&#39;s really nasty, sometimes I am amazed at the power they wield over the males in the lobby."
211,F3Xm8c1gtRA,Svihl,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m31s"">15:31</a> / <a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m47s"">15:47</a>"
212,F3Xm8c1gtRA,CrazyCatCrew,Ariana get&#39;s trash talked<br>&quot;It&#39;s a terrible thing to experience as a female&quot;
213,F3Xm8c1gtRA,Muzan Kibutsuji,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=1m20s"">1:20</a> I don?t? think that is overwatch"
214,F3Xm8c1gtRA,Fugu Meister,"What&#39;s with the sharp and loud breath at <a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=7m04s"">7:04</a>"
215,F3Xm8c1gtRA,Hirschy Kirkwood,Pewds. Question wasn&#39;t &quot;physcially&quot; at all.
216,F3Xm8c1gtRA,TheSwedishHistorian,"When a girl speaks on the mic: oMg, ArE yOU A WoMAn?"
217,F3Xm8c1gtRA,Zill Bill,"I wouldn&#39;t say gaming is anti, more just internet culture in general is"
218,F3Xm8c1gtRA,Mega Chad,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=13m30s"">13:30</a>"
219,F3Xm8c1gtRA,donaastor,I literally died when he said &quot;anti what?&quot;
220,F3Xm8c1gtRA,NANI?¨,"I do think video games encourage violence by guys cause there?s almost no women who games and likes violence irl, men like the violence and they think it?s cool, they get inspiration too<br>Like it encourages them TO MAKE violence, there?s always something that will encourage people to do something like for some people, YouTubers for them encourages them to do YouTube because they want to do what the YouTubers are doing online.<br>But I really think it?s a Man problem that they get inspired to be violent because of video games and movies etc ??"
221,F3Xm8c1gtRA,Whatever I make,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=3m08s"">3:08</a> oops that question didnt age well"
222,F3Xm8c1gtRA,[FLT]RHE-Searcy,??
223,F3Xm8c1gtRA,mariethesizzler 9492,I actually get her because everytime my sister goes on live she starts getting called &quot;whore&quot; and telling her that she doesn&#39;t belong and it&#39;s sad it&#39;s especially hard to play gta online
224,F3Xm8c1gtRA,Big Guy,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=3m20s"">3:20</a>"
225,F3Xm8c1gtRA,SKAVE,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=4m15s"">4:15</a> she said 10- 15 years ago ? Isn&#39;t she like 19 ?! x)"
226,F3Xm8c1gtRA,Michael,how tf do you not know what misogynistic means.
227,F3Xm8c1gtRA,Dgaan_Dragonking,"the thing about the &quot;competitive gaming is just as demanding as physical sport question&quot;, is that it doesn&#39;t say physically demanding. just says demanding. yes competitve gaming isn&#39;t as physically demanding. but they are both mentally demanding in the fact that in both competitive gaming and physical sport you have to be able to make split second decisions on the fly as thing change around you."
228,F3Xm8c1gtRA,FartShitManZaBest,bro said soccer
229,F3Xm8c1gtRA,Bobby Clemens,So I&#39;ve never played call of duty but didn&#39;t most gaming lobbies have children screaming the n-word. I&#39;m sorry but that&#39;s something you kinda have to get used to and roll with the punches
230,F3Xm8c1gtRA,Winstology101,"IMO women get more negative AND positive attention in game lobbies. Sometimes I feel sorry for them and it&#39;s really nasty, sometimes I am amazed at the power they wield over the males in the lobby."
231,F3Xm8c1gtRA,Svihl,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m31s"">15:31</a> / <a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m47s"">15:47</a>"
232,F3Xm8c1gtRA,CrazyCatCrew,Ariana get&#39;s trash talked<br>&quot;It&#39;s a terrible thing to experience as a female&quot;
233,F3Xm8c1gtRA,Muzan Kibutsuji,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=1m20s"">1:20</a> I don?t? think that is overwatch"
234,F3Xm8c1gtRA,Fugu Meister,"What&#39;s with the sharp and loud breath at <a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=7m04s"">7:04</a>"
235,F3Xm8c1gtRA,Hirschy Kirkwood,Pewds. Question wasn&#39;t &quot;physcially&quot; at all.
236,F3Xm8c1gtRA,TheSwedishHistorian,"When a girl speaks on the mic: oMg, ArE yOU A WoMAn?"
237,F3Xm8c1gtRA,Zill Bill,"I wouldn&#39;t say gaming is anti, more just internet culture in general is"
238,F3Xm8c1gtRA,Mega Chad,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=13m30s"">13:30</a>"
239,F3Xm8c1gtRA,donaastor,I literally died when he said &quot;anti what?&quot;
240,F3Xm8c1gtRA,NANI?¨,"I do think video games encourage violence by guys cause there?s almost no women who games and likes violence irl, men like the violence and they think it?s cool, they get inspiration too<br>Like it encourages them TO MAKE violence, there?s always something that will encourage people to do something like for some people, YouTubers for them encourages them to do YouTube because they want to do what the YouTubers are doing online.<br>But I really think it?s a Man problem that they get inspired to be violent because of video games and movies etc ??"
241,F3Xm8c1gtRA,Whatever I make,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=3m08s"">3:08</a> oops that question didnt age well"
242,F3Xm8c1gtRA,[FLT]RHE-Searcy,??
243,F3Xm8c1gtRA,mariethesizzler 9492,I actually get her because everytime my sister goes on live she starts getting called &quot;whore&quot; and telling her that she doesn&#39;t belong and it&#39;s sad it&#39;s especially hard to play gta online
244,F3Xm8c1gtRA,Big Guy,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=3m20s"">3:20</a>"
245,F3Xm8c1gtRA,SKAVE,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=4m15s"">4:15</a> she said 10- 15 years ago ? Isn&#39;t she like 19 ?! x)"
246,F3Xm8c1gtRA,Michael,how tf do you not know what misogynistic means.
247,F3Xm8c1gtRA,Dgaan_Dragonking,"the thing about the &quot;competitive gaming is just as demanding as physical sport question&quot;, is that it doesn&#39;t say physically demanding. just says demanding. yes competitve gaming isn&#39;t as physically demanding. but they are both mentally demanding in the fact that in both competitive gaming and physical sport you have to be able to make split second decisions on the fly as thing change around you."
248,F3Xm8c1gtRA,FartShitManZaBest,bro said soccer
249,F3Xm8c1gtRA,Bobby Clemens,So I&#39;ve never played call of duty but didn&#39;t most gaming lobbies have children screaming the n-word. I&#39;m sorry but that&#39;s something you kinda have to get used to and roll with the punches
250,F3Xm8c1gtRA,Winstology101,"IMO women get more negative AND positive attention in game lobbies. Sometimes I feel sorry for them and it&#39;s really nasty, sometimes I am amazed at the power they wield over the males in the lobby."
251,F3Xm8c1gtRA,Svihl,"<a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m31s"">15:31</a> / <a href=""https://www.youtube.com/watch?v=F3Xm8c1gtRA&amp;t=15m47s"">15:47</a>"
252,F3Xm8c1gtRA,CrazyCatCrew,Ariana get&#39;s trash talked<br>&quot;It&#39;s a terrible thing to experience as a female&quot;
