Name,Value.videoId,Value.author,text
48,YSAFr7by81U,Krisinatorr,The good old days ??
49,YSAFr7by81U,marlyy k,2022????
50,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
51,YSAFr7by81U,Haley Bennett,This is literally stranger things
52,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
53,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
54,YSAFr7by81U,BENJAMIN V.,2022?
55,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
56,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
57,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
58,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
59,YSAFr7by81U,Lexi Sauve,Hi
60,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
61,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
62,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
63,YSAFr7by81U,SleepySabi,Rewatching in 2023 ????
64,YSAFr7by81U,Laki2Mempuni,i miss it
65,YSAFr7by81U,M Balazs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=21m00s"">21:00</a> the new level of quality gaming"
66,YSAFr7by81U,Leia,"What happened to part 4?  and there is another 1 episode missing, dont remember the number.  missing episodes messes up the whole experience"
67,YSAFr7by81U,Maria K,2022 Still love watching your playthroughs bro
68,YSAFr7by81U,Krisinatorr,The good old days ??
69,YSAFr7by81U,marlyy k,2022????
70,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
71,YSAFr7by81U,Haley Bennett,This is literally stranger things
72,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
73,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
74,YSAFr7by81U,BENJAMIN V.,2022?
75,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
76,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
77,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
78,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
79,YSAFr7by81U,Lexi Sauve,Hi
80,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
81,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
82,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
83,YSAFr7by81U,SleepySabi,Rewatching in 2023 ????
84,YSAFr7by81U,Laki2Mempuni,i miss it
85,YSAFr7by81U,M Balazs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=21m00s"">21:00</a> the new level of quality gaming"
86,YSAFr7by81U,Leia,"What happened to part 4?  and there is another 1 episode missing, dont remember the number.  missing episodes messes up the whole experience"
87,YSAFr7by81U,Maria K,2022 Still love watching your playthroughs bro
88,YSAFr7by81U,Krisinatorr,The good old days ??
89,YSAFr7by81U,marlyy k,2022????
90,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
91,YSAFr7by81U,Haley Bennett,This is literally stranger things
92,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
93,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
94,YSAFr7by81U,BENJAMIN V.,2022?
95,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
96,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
97,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
98,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
99,YSAFr7by81U,Lexi Sauve,Hi
100,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
101,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
102,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
103,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
104,#NAME?,Yuritarded,Lol
105,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
106,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
107,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
108,#NAME?,Kari Navarro,who else binge watching his old videos again :)
109,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
110,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
111,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
112,#NAME?,cal,the memories...
113,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
114,#NAME?,Vance Biondo,Putty that
115,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
116,#NAME?,Asgard Ninja,This Pewdiepie is perfect
117,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
118,#NAME?,chain & triangle,I miss his intro
119,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
120,#NAME?,Marc Maxwell,uwu
121,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
122,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
123,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
124,#NAME?,Yuritarded,Lol
125,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
126,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
127,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
128,#NAME?,Kari Navarro,who else binge watching his old videos again :)
129,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
130,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
131,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
132,#NAME?,cal,the memories...
133,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
134,#NAME?,Vance Biondo,Putty that
135,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
136,#NAME?,Asgard Ninja,This Pewdiepie is perfect
137,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
138,#NAME?,chain & triangle,I miss his intro
139,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
140,#NAME?,Marc Maxwell,uwu
141,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
142,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
143,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
144,#NAME?,Yuritarded,Lol
145,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
146,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
147,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
148,#NAME?,Kari Navarro,who else binge watching his old videos again :)
149,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
150,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
151,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
152,#NAME?,cal,the memories...
153,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
154,#NAME?,Vance Biondo,Putty that
155,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
156,#NAME?,Asgard Ninja,This Pewdiepie is perfect
157,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
158,#NAME?,chain & triangle,I miss his intro
159,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
160,#NAME?,Marc Maxwell,uwu
161,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
162,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
163,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
164,#NAME?,Yuritarded,Lol
165,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
166,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
167,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
168,#NAME?,Kari Navarro,who else binge watching his old videos again :)
169,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
170,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
171,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
172,#NAME?,cal,the memories...
173,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
174,#NAME?,Vance Biondo,Putty that
175,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
176,#NAME?,Asgard Ninja,This Pewdiepie is perfect
177,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
178,#NAME?,chain & triangle,I miss his intro
179,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
180,#NAME?,Marc Maxwell,uwu
181,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
182,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
183,U4l-QnLwNuQ,??,"When Pewdiepie plays it, it become historically accurate battle simulator"
184,U4l-QnLwNuQ,El??n Camalov,"Am I Finnish?No,I am Swedish<br>Bruhh"
185,U4l-QnLwNuQ,Inevitable,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m36s"">4:36</a>"
186,U4l-QnLwNuQ,SjefR,"Joergen before he became a horse <a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=3m42s"">3:42</a>"
187,U4l-QnLwNuQ,Jonathan,2020 still best gameplay video ever
188,U4l-QnLwNuQ,Asteri?n,"its been 5yrs, still funny asf"
189,U4l-QnLwNuQ,Kitty the Cat,Sabaton lyric chain in the replies let?s go:
190,U4l-QnLwNuQ,F H,I still confused what is the connection between Cannon Ass with Neon Genesis Evangelion
191,U4l-QnLwNuQ,Gino Goossens,This is still in my top 3 favourite videos from pewdiepie
192,U4l-QnLwNuQ,It's Henry,GÜ PÜ Tactics! les GO
193,U4l-QnLwNuQ,Mr - Hewders,great.  the battle of poltava is here
194,U4l-QnLwNuQ,Old Gamer 99,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m40s"">4:40</a> LOL"
195,U4l-QnLwNuQ,LOL MAN,Ok dÅd so good
196,U4l-QnLwNuQ,lol,"wth, im watching Neon Genesis these days<br>after listening to that conon ass shit, I have to continue watching"
197,U4l-QnLwNuQ,Ron Ragas,BRO EVERY CLIP IS FUNNY AF
198,U4l-QnLwNuQ,fe ding,pewds should see TABS now.
199,U4l-QnLwNuQ,Pham van Thai,Kành gi?i tr°
200,U4l-QnLwNuQ,Zig Lakra,What&#39;s the music name in the video
201,U4l-QnLwNuQ,Supermarine Spitfire,Bri&#39;ish?
202,U4l-QnLwNuQ,ajit pawar,Nice bros
203,U4l-QnLwNuQ,??,"When Pewdiepie plays it, it become historically accurate battle simulator"
204,U4l-QnLwNuQ,El??n Camalov,"Am I Finnish?No,I am Swedish<br>Bruhh"
205,U4l-QnLwNuQ,Inevitable,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m36s"">4:36</a>"
206,U4l-QnLwNuQ,SjefR,"Joergen before he became a horse <a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=3m42s"">3:42</a>"
207,U4l-QnLwNuQ,Jonathan,2020 still best gameplay video ever
208,U4l-QnLwNuQ,Asteri?n,"its been 5yrs, still funny asf"
209,U4l-QnLwNuQ,Kitty the Cat,Sabaton lyric chain in the replies let?s go:
210,U4l-QnLwNuQ,F H,I still confused what is the connection between Cannon Ass with Neon Genesis Evangelion
211,U4l-QnLwNuQ,Gino Goossens,This is still in my top 3 favourite videos from pewdiepie
212,U4l-QnLwNuQ,It's Henry,GÜ PÜ Tactics! les GO
213,U4l-QnLwNuQ,Mr - Hewders,great.  the battle of poltava is here
214,U4l-QnLwNuQ,Old Gamer 99,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m40s"">4:40</a> LOL"
215,U4l-QnLwNuQ,LOL MAN,Ok dÅd so good
216,U4l-QnLwNuQ,lol,"wth, im watching Neon Genesis these days<br>after listening to that conon ass shit, I have to continue watching"
217,U4l-QnLwNuQ,Ron Ragas,BRO EVERY CLIP IS FUNNY AF
218,U4l-QnLwNuQ,fe ding,pewds should see TABS now.
219,U4l-QnLwNuQ,Pham van Thai,Kành gi?i tr°
220,U4l-QnLwNuQ,Zig Lakra,What&#39;s the music name in the video
221,U4l-QnLwNuQ,Supermarine Spitfire,Bri&#39;ish?
222,U4l-QnLwNuQ,ajit pawar,Nice bros
223,U4l-QnLwNuQ,??,"When Pewdiepie plays it, it become historically accurate battle simulator"
224,U4l-QnLwNuQ,El??n Camalov,"Am I Finnish?No,I am Swedish<br>Bruhh"
225,U4l-QnLwNuQ,Inevitable,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m36s"">4:36</a>"
226,U4l-QnLwNuQ,SjefR,"Joergen before he became a horse <a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=3m42s"">3:42</a>"
227,U4l-QnLwNuQ,Jonathan,2020 still best gameplay video ever
228,U4l-QnLwNuQ,Asteri?n,"its been 5yrs, still funny asf"
229,U4l-QnLwNuQ,Kitty the Cat,Sabaton lyric chain in the replies let?s go:
230,U4l-QnLwNuQ,F H,I still confused what is the connection between Cannon Ass with Neon Genesis Evangelion
231,U4l-QnLwNuQ,Gino Goossens,This is still in my top 3 favourite videos from pewdiepie
232,U4l-QnLwNuQ,It's Henry,GÜ PÜ Tactics! les GO
233,U4l-QnLwNuQ,Mr - Hewders,great.  the battle of poltava is here
234,U4l-QnLwNuQ,Old Gamer 99,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m40s"">4:40</a> LOL"
235,U4l-QnLwNuQ,LOL MAN,Ok dÅd so good
236,U4l-QnLwNuQ,lol,"wth, im watching Neon Genesis these days<br>after listening to that conon ass shit, I have to continue watching"
237,U4l-QnLwNuQ,Ron Ragas,BRO EVERY CLIP IS FUNNY AF
238,U4l-QnLwNuQ,fe ding,pewds should see TABS now.
239,U4l-QnLwNuQ,Pham van Thai,Kành gi?i tr°
240,U4l-QnLwNuQ,Zig Lakra,What&#39;s the music name in the video
241,U4l-QnLwNuQ,Supermarine Spitfire,Bri&#39;ish?
242,U4l-QnLwNuQ,ajit pawar,Nice bros
243,U4l-QnLwNuQ,??,"When Pewdiepie plays it, it become historically accurate battle simulator"
244,U4l-QnLwNuQ,El??n Camalov,"Am I Finnish?No,I am Swedish<br>Bruhh"
245,U4l-QnLwNuQ,Inevitable,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m36s"">4:36</a>"
246,U4l-QnLwNuQ,SjefR,"Joergen before he became a horse <a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=3m42s"">3:42</a>"
247,U4l-QnLwNuQ,Jonathan,2020 still best gameplay video ever
248,U4l-QnLwNuQ,Asteri?n,"its been 5yrs, still funny asf"
249,U4l-QnLwNuQ,Kitty the Cat,Sabaton lyric chain in the replies let?s go:
250,U4l-QnLwNuQ,F H,I still confused what is the connection between Cannon Ass with Neon Genesis Evangelion
251,U4l-QnLwNuQ,Gino Goossens,This is still in my top 3 favourite videos from pewdiepie
252,U4l-QnLwNuQ,It's Henry,GÜ PÜ Tactics! les GO
253,U4l-QnLwNuQ,Mr - Hewders,great.  the battle of poltava is here
254,U4l-QnLwNuQ,Old Gamer 99,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m40s"">4:40</a> LOL"
255,U4l-QnLwNuQ,LOL MAN,Ok dÅd so good
256,U4l-QnLwNuQ,lol,"wth, im watching Neon Genesis these days<br>after listening to that conon ass shit, I have to continue watching"
257,U4l-QnLwNuQ,Ron Ragas,BRO EVERY CLIP IS FUNNY AF
258,U4l-QnLwNuQ,fe ding,pewds should see TABS now.
259,U4l-QnLwNuQ,Pham van Thai,Kành gi?i tr°
260,U4l-QnLwNuQ,Zig Lakra,What&#39;s the music name in the video
261,U4l-QnLwNuQ,Supermarine Spitfire,Bri&#39;ish?
262,U4l-QnLwNuQ,ajit pawar,Nice bros
263,U4l-QnLwNuQ,??,"When Pewdiepie plays it, it become historically accurate battle simulator"
264,U4l-QnLwNuQ,El??n Camalov,"Am I Finnish?No,I am Swedish<br>Bruhh"
265,U4l-QnLwNuQ,Inevitable,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m36s"">4:36</a>"
266,U4l-QnLwNuQ,SjefR,"Joergen before he became a horse <a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=3m42s"">3:42</a>"
267,U4l-QnLwNuQ,Jonathan,2020 still best gameplay video ever
268,U4l-QnLwNuQ,Asteri?n,"its been 5yrs, still funny asf"
269,U4l-QnLwNuQ,Kitty the Cat,Sabaton lyric chain in the replies let?s go:
270,U4l-QnLwNuQ,F H,I still confused what is the connection between Cannon Ass with Neon Genesis Evangelion
271,U4l-QnLwNuQ,Gino Goossens,This is still in my top 3 favourite videos from pewdiepie
272,U4l-QnLwNuQ,It's Henry,GÜ PÜ Tactics! les GO
273,U4l-QnLwNuQ,Mr - Hewders,great.  the battle of poltava is here
274,U4l-QnLwNuQ,Old Gamer 99,"<a href=""https://www.youtube.com/watch?v=U4l-QnLwNuQ&amp;t=4m40s"">4:40</a> LOL"
275,U4l-QnLwNuQ,LOL MAN,Ok dÅd so good
276,U4l-QnLwNuQ,lol,"wth, im watching Neon Genesis these days<br>after listening to that conon ass shit, I have to continue watching"
277,U4l-QnLwNuQ,Ron Ragas,BRO EVERY CLIP IS FUNNY AF
278,U4l-QnLwNuQ,fe ding,pewds should see TABS now.
279,U4l-QnLwNuQ,Pham van Thai,Kành gi?i tr°
280,U4l-QnLwNuQ,Zig Lakra,What&#39;s the music name in the video
281,U4l-QnLwNuQ,Supermarine Spitfire,Bri&#39;ish?
282,U4l-QnLwNuQ,ajit pawar,Nice bros
283,BhkBifP4aiQ,mia mae,Cant stop watching I LIKE DUCK SALTYYYY
284,BhkBifP4aiQ,Baka no Krow,Thats cool.
285,BhkBifP4aiQ,Harold Daniel,Best fanfiction ever 
286,BhkBifP4aiQ,wildanemone,Am I the only one who found this hilarious and freaky?
287,BhkBifP4aiQ,Sketchy Qubox,I just love the plot twists XD
288,BhkBifP4aiQ,Blake Messina,It&#39;s so much better with Cry reading it exactly as it was apparently written. Animation is 100%
289,BhkBifP4aiQ,Gang_bana,haha So funny Pewds :)
290,BhkBifP4aiQ,Maisyn,"Had a bad day today, this changed my mood instantly, thank you guys! &lt;3"
291,BhkBifP4aiQ,MYLEGOSTUFF,Hilarious! I was laughing my ass off! How come you don&#39;t do much videos with Cry much like you used too? I miss you guys doing games together.
292,BhkBifP4aiQ,Daynger,How is there no comments... I think the world broke
293,BhkBifP4aiQ,Mushy Moo,"no words, just laughter (hope i spelled that right) 030 fistbump pewds o(o-o)<del>o o</del>(030)o"
294,QPHXSIODfz0,Shen,Revisiting the classics once again ????
295,QPHXSIODfz0,Genesis Osuna,I miss this pewdiepie
296,QPHXSIODfz0,SC4 REACTOR,2013 PLANT
297,QPHXSIODfz0,StoneAF,"Pewds and his intros, &quot;Welcome back to parasoniac/ paranormal.&quot;"
298,QPHXSIODfz0,Yes yes,Day 21 of commenting on every single one of pewds videos. Video count:1073
299,QPHXSIODfz0,Michael Chandra,Whats the name of the song on the piano part ?
