Name,Value.videoId,Value.author,text
1854,BhkBifP4aiQ,Sketchy Qubox,I just love the plot twists XD
1855,BhkBifP4aiQ,Blake Messina,It&#39;s so much better with Cry reading it exactly as it was apparently written. Animation is 100%
1856,BhkBifP4aiQ,Gang_bana,haha So funny Pewds :)
1857,BhkBifP4aiQ,Maisyn,"Had a bad day today, this changed my mood instantly, thank you guys! &lt;3"
1858,BhkBifP4aiQ,MYLEGOSTUFF,Hilarious! I was laughing my ass off! How come you don&#39;t do much videos with Cry much like you used too? I miss you guys doing games together.
1859,BhkBifP4aiQ,Daynger,How is there no comments... I think the world broke
1860,BhkBifP4aiQ,Mushy Moo,"no words, just laughter (hope i spelled that right) 030 fistbump pewds o(o-o)<del>o o</del>(030)o"
1861,BhkBifP4aiQ,mia mae,Cant stop watching I LIKE DUCK SALTYYYY
1862,BhkBifP4aiQ,Baka no Krow,Thats cool.
1863,BhkBifP4aiQ,Harold Daniel,Best fanfiction ever 
1864,BhkBifP4aiQ,wildanemone,Am I the only one who found this hilarious and freaky?
1865,BhkBifP4aiQ,Sketchy Qubox,I just love the plot twists XD
1866,BhkBifP4aiQ,Blake Messina,It&#39;s so much better with Cry reading it exactly as it was apparently written. Animation is 100%
1867,BhkBifP4aiQ,Gang_bana,haha So funny Pewds :)
1868,BhkBifP4aiQ,Maisyn,"Had a bad day today, this changed my mood instantly, thank you guys! &lt;3"
1869,BhkBifP4aiQ,MYLEGOSTUFF,Hilarious! I was laughing my ass off! How come you don&#39;t do much videos with Cry much like you used too? I miss you guys doing games together.
1870,BhkBifP4aiQ,Daynger,How is there no comments... I think the world broke
1871,BhkBifP4aiQ,Mushy Moo,"no words, just laughter (hope i spelled that right) 030 fistbump pewds o(o-o)<del>o o</del>(030)o"
1872,YSAFr7by81U,SleepySabi,Rewatching in 2023 ????
1873,YSAFr7by81U,Laki2Mempuni,i miss it
1874,YSAFr7by81U,M Balazs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=21m00s"">21:00</a> the new level of quality gaming"
1875,YSAFr7by81U,Leia,"What happened to part 4?  and there is another 1 episode missing, dont remember the number.  missing episodes messes up the whole experience"
1876,YSAFr7by81U,Maria K,2022 Still love watching your playthroughs bro
1877,YSAFr7by81U,Krisinatorr,The good old days ??
1878,YSAFr7by81U,marlyy k,2022????
1879,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
1880,YSAFr7by81U,Haley Bennett,This is literally stranger things
1881,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
1882,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
1883,YSAFr7by81U,BENJAMIN V.,2022?
1884,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
1885,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
1886,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
1887,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
1888,YSAFr7by81U,Lexi Sauve,Hi
1889,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
1890,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
1891,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
1892,YSAFr7by81U,SleepySabi,Rewatching in 2023 ????
1893,YSAFr7by81U,Laki2Mempuni,i miss it
1894,YSAFr7by81U,M Balazs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=21m00s"">21:00</a> the new level of quality gaming"
1895,YSAFr7by81U,Leia,"What happened to part 4?  and there is another 1 episode missing, dont remember the number.  missing episodes messes up the whole experience"
1896,YSAFr7by81U,Maria K,2022 Still love watching your playthroughs bro
1897,YSAFr7by81U,Krisinatorr,The good old days ??
1898,YSAFr7by81U,marlyy k,2022????
1899,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
1900,YSAFr7by81U,Haley Bennett,This is literally stranger things
1901,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
1902,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
1903,YSAFr7by81U,BENJAMIN V.,2022?
1904,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
1905,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
1906,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
1907,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
1908,YSAFr7by81U,Lexi Sauve,Hi
1909,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
1910,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
1911,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
1912,YSAFr7by81U,SleepySabi,Rewatching in 2023 ????
1913,YSAFr7by81U,Laki2Mempuni,i miss it
1914,YSAFr7by81U,M Balazs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=21m00s"">21:00</a> the new level of quality gaming"
1915,YSAFr7by81U,Leia,"What happened to part 4?  and there is another 1 episode missing, dont remember the number.  missing episodes messes up the whole experience"
1916,YSAFr7by81U,Maria K,2022 Still love watching your playthroughs bro
1917,YSAFr7by81U,Krisinatorr,The good old days ??
1918,YSAFr7by81U,marlyy k,2022????
1919,YSAFr7by81U,Amy Waters,Wow this gives me stranger thing vibes
1920,YSAFr7by81U,Haley Bennett,This is literally stranger things
1921,YSAFr7by81U,Maximus Brights,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=12m05s"">12:05</a> ???? edgar being helpful??"
1922,YSAFr7by81U,crystal the temperancexp ?,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=5m08s"">5:08</a> I forgot about that song ??"
1923,YSAFr7by81U,BENJAMIN V.,2022?
1924,YSAFr7by81U,IGRETRO VODs,"I agree, it?s really stupid she didn?t took the camera guy out"
1925,YSAFr7by81U,IGRETRO VODs,I would take money from atm any day
1926,YSAFr7by81U,IGRETRO VODs,"<a href=""https://www.youtube.com/watch?v=YSAFr7by81U&amp;t=10m15s"">10:15</a> wait, so you see them as a couple? That?s not how I see it, she is more like a child, not a woman in my eyes, at least."
1927,YSAFr7by81U,neo bodan naega deo keo,Camera guy is always safe :)
1928,YSAFr7by81U,Lexi Sauve,Hi
1929,YSAFr7by81U,justin purvis,WHY IS THE LAST VID PRIVATE
1930,YSAFr7by81U,Jack Miles,"She should go to Haddonfield, if she goes to the right house she&#39;ll get a sandwich with the option of mayonnaise and mustard"
1931,YSAFr7by81U,Jack Miles,"Idk what it is but when it comes to these types of games, like this, Heavy Rain and Until Dawn, Pewds seems to be able to make little predictions about the story that turn out right quite a lot"
1932,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
1933,#NAME?,Yuritarded,Lol
1934,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
1935,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
1936,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
1937,#NAME?,Kari Navarro,who else binge watching his old videos again :)
1938,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
1939,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
1940,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
1941,#NAME?,cal,the memories...
1942,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
1943,#NAME?,Vance Biondo,Putty that
1944,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
1945,#NAME?,Asgard Ninja,This Pewdiepie is perfect
1946,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
1947,#NAME?,chain & triangle,I miss his intro
1948,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
1949,#NAME?,Marc Maxwell,uwu
1950,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
1951,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
1952,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
1953,#NAME?,Yuritarded,Lol
1954,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
1955,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
1956,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
1957,#NAME?,Kari Navarro,who else binge watching his old videos again :)
1958,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
1959,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
1960,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
1961,#NAME?,cal,the memories...
1962,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
1963,#NAME?,Vance Biondo,Putty that
1964,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
1965,#NAME?,Asgard Ninja,This Pewdiepie is perfect
1966,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
1967,#NAME?,chain & triangle,I miss his intro
1968,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
1969,#NAME?,Marc Maxwell,uwu
1970,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
1971,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
1972,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
1973,#NAME?,Yuritarded,Lol
1974,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
1975,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
1976,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
1977,#NAME?,Kari Navarro,who else binge watching his old videos again :)
1978,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
1979,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
1980,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
1981,#NAME?,cal,the memories...
1982,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
1983,#NAME?,Vance Biondo,Putty that
1984,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
1985,#NAME?,Asgard Ninja,This Pewdiepie is perfect
1986,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
1987,#NAME?,chain & triangle,I miss his intro
1988,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
1989,#NAME?,Marc Maxwell,uwu
1990,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
1991,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
1992,#NAME?,my name is something,This scream made me laugh so hard at 2.14 in the video
1993,#NAME?,Yuritarded,Lol
1994,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=3m53s"">3:53</a>"
1995,#NAME?,Guyver,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m42s"">4:42</a>"
1996,#NAME?,Angel_OVN,KRILL IS DELICIOUS AND YOU WILL EAT THAT SHIIII*****?????? good old pewds
1997,#NAME?,Kari Navarro,who else binge watching his old videos again :)
1998,#NAME?,Megan Davison,"&quot;ITS A CRAP!!!&quot; <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m58s"">5:58</a>"
1999,#NAME?,Justine,Watching these while high is the best. Best laugh I&#39;ve had in a looooong time.
2000,#NAME?,Derek Hefner,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=0m50s"">0:50</a> play this at 2x speed"
2001,#NAME?,cal,the memories...
2002,#NAME?,Trish Deonarain,"The real reason that pewds and Marzia dont have kids <a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=4m40s"">4:40</a>"
2003,#NAME?,Vance Biondo,Putty that
2004,#NAME?,Asgard Ninja,"<a href=""https://www.youtube.com/watch?v=-jRB-QoscIg&amp;t=5m52s"">5:52</a> That makes no sense"
2005,#NAME?,Asgard Ninja,This Pewdiepie is perfect
2006,#NAME?,Ashlee Sullivan,?It?s a crap!? ??
2007,#NAME?,chain & triangle,I miss his intro
2008,#NAME?,Misty,Lol.. why wouldn?t the chef paddle back towards the ship? ????
2009,#NAME?,Marc Maxwell,uwu
2010,#NAME?,Glitchrex,"His wife doesn&#39;t mind to dance with a mystery man, so she is cheating on him"
2011,#NAME?,Britte Leenstra,Never used lmao but i think its appropriate now. I AM lmao.
2012,uwSuPegXJuo,Boi solo,Covid is almost over
2013,uwSuPegXJuo,benzoliin,it&#39;s a generic minecraft
2014,uwSuPegXJuo,Bellalina,He create memes and he taketh away memes
2015,uwSuPegXJuo,KX•G V?ZZ,Why am i here in 2019????
2016,uwSuPegXJuo,Kozimex Production,Hi Bro. This is great and fun. Love it so much.
2017,uwSuPegXJuo,Carla X,I came because of Google plus
2018,uwSuPegXJuo,anima099,He meme&#39;d Donald Trump before it was a thing.
2019,uwSuPegXJuo,B Gfvg,Ahhh nightmares
2020,uwSuPegXJuo,Aiyla Vayu,When his videos weren&#39;t 10 minutes long
2021,uwSuPegXJuo,Azuraii,Last my dudde
2022,uwSuPegXJuo,Youji,"Song at <a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=2m30s"">2:30</a>?"
2023,uwSuPegXJuo,The_Unnamed,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m57s"">4:57</a> that looks like a monster from bloodborne"
2024,uwSuPegXJuo,Lucas,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m55s"">4:55</a> I thought it was a tree"
2025,uwSuPegXJuo,The FatC,want to see magic?<br><br><br><br>Read more
2026,uwSuPegXJuo,Dominic Wei·haupt,More please
2027,uwSuPegXJuo,emma,What&#39;s The Background Music In This Called?
2028,uwSuPegXJuo,letitia mcclung,Donald chicken
2029,uwSuPegXJuo,letitia mcclung,I&#39;m in subscribeing
2030,uwSuPegXJuo,Connor O'Hare,"Omg, pewdiepie predicted Donald trump winning????"
2031,uwSuPegXJuo,MEOW MEOW,Creepy game in the world
2032,uwSuPegXJuo,Boi solo,Covid is almost over
2033,uwSuPegXJuo,benzoliin,it&#39;s a generic minecraft
2034,uwSuPegXJuo,Bellalina,He create memes and he taketh away memes
2035,uwSuPegXJuo,KX•G V?ZZ,Why am i here in 2019????
2036,uwSuPegXJuo,Kozimex Production,Hi Bro. This is great and fun. Love it so much.
2037,uwSuPegXJuo,Carla X,I came because of Google plus
2038,uwSuPegXJuo,anima099,He meme&#39;d Donald Trump before it was a thing.
2039,uwSuPegXJuo,B Gfvg,Ahhh nightmares
2040,uwSuPegXJuo,Aiyla Vayu,When his videos weren&#39;t 10 minutes long
2041,uwSuPegXJuo,Azuraii,Last my dudde
2042,uwSuPegXJuo,Youji,"Song at <a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=2m30s"">2:30</a>?"
2043,uwSuPegXJuo,The_Unnamed,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m57s"">4:57</a> that looks like a monster from bloodborne"
2044,uwSuPegXJuo,Lucas,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m55s"">4:55</a> I thought it was a tree"
2045,uwSuPegXJuo,The FatC,want to see magic?<br><br><br><br>Read more
2046,uwSuPegXJuo,Dominic Wei·haupt,More please
2047,uwSuPegXJuo,emma,What&#39;s The Background Music In This Called?
2048,uwSuPegXJuo,letitia mcclung,Donald chicken
2049,uwSuPegXJuo,letitia mcclung,I&#39;m in subscribeing
2050,uwSuPegXJuo,Connor O'Hare,"Omg, pewdiepie predicted Donald trump winning????"
2051,uwSuPegXJuo,MEOW MEOW,Creepy game in the world
2052,uwSuPegXJuo,Boi solo,Covid is almost over
2053,uwSuPegXJuo,benzoliin,it&#39;s a generic minecraft
2054,uwSuPegXJuo,Bellalina,He create memes and he taketh away memes
2055,uwSuPegXJuo,KX•G V?ZZ,Why am i here in 2019????
2056,uwSuPegXJuo,Kozimex Production,Hi Bro. This is great and fun. Love it so much.
2057,uwSuPegXJuo,Carla X,I came because of Google plus
2058,uwSuPegXJuo,anima099,He meme&#39;d Donald Trump before it was a thing.
2059,uwSuPegXJuo,B Gfvg,Ahhh nightmares
2060,uwSuPegXJuo,Aiyla Vayu,When his videos weren&#39;t 10 minutes long
2061,uwSuPegXJuo,Azuraii,Last my dudde
2062,uwSuPegXJuo,Youji,"Song at <a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=2m30s"">2:30</a>?"
2063,uwSuPegXJuo,The_Unnamed,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m57s"">4:57</a> that looks like a monster from bloodborne"
2064,uwSuPegXJuo,Lucas,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m55s"">4:55</a> I thought it was a tree"
2065,uwSuPegXJuo,The FatC,want to see magic?<br><br><br><br>Read more
2066,uwSuPegXJuo,Dominic Wei·haupt,More please
2067,uwSuPegXJuo,emma,What&#39;s The Background Music In This Called?
2068,uwSuPegXJuo,letitia mcclung,Donald chicken
2069,uwSuPegXJuo,letitia mcclung,I&#39;m in subscribeing
2070,uwSuPegXJuo,Connor O'Hare,"Omg, pewdiepie predicted Donald trump winning????"
2071,uwSuPegXJuo,MEOW MEOW,Creepy game in the world
2072,uwSuPegXJuo,Boi solo,Covid is almost over
2073,uwSuPegXJuo,benzoliin,it&#39;s a generic minecraft
2074,uwSuPegXJuo,Bellalina,He create memes and he taketh away memes
2075,uwSuPegXJuo,KX•G V?ZZ,Why am i here in 2019????
2076,uwSuPegXJuo,Kozimex Production,Hi Bro. This is great and fun. Love it so much.
2077,uwSuPegXJuo,Carla X,I came because of Google plus
2078,uwSuPegXJuo,anima099,He meme&#39;d Donald Trump before it was a thing.
2079,uwSuPegXJuo,B Gfvg,Ahhh nightmares
2080,uwSuPegXJuo,Aiyla Vayu,When his videos weren&#39;t 10 minutes long
2081,uwSuPegXJuo,Azuraii,Last my dudde
2082,uwSuPegXJuo,Youji,"Song at <a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=2m30s"">2:30</a>?"
2083,uwSuPegXJuo,The_Unnamed,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m57s"">4:57</a> that looks like a monster from bloodborne"
2084,uwSuPegXJuo,Lucas,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m55s"">4:55</a> I thought it was a tree"
2085,uwSuPegXJuo,The FatC,want to see magic?<br><br><br><br>Read more
2086,uwSuPegXJuo,Dominic Wei·haupt,More please
2087,uwSuPegXJuo,emma,What&#39;s The Background Music In This Called?
2088,uwSuPegXJuo,letitia mcclung,Donald chicken
2089,uwSuPegXJuo,letitia mcclung,I&#39;m in subscribeing
2090,uwSuPegXJuo,Connor O'Hare,"Omg, pewdiepie predicted Donald trump winning????"
2091,uwSuPegXJuo,MEOW MEOW,Creepy game in the world
2092,uwSuPegXJuo,Boi solo,Covid is almost over
2093,uwSuPegXJuo,benzoliin,it&#39;s a generic minecraft
2094,uwSuPegXJuo,Bellalina,He create memes and he taketh away memes
2095,uwSuPegXJuo,KX•G V?ZZ,Why am i here in 2019????
2096,uwSuPegXJuo,Kozimex Production,Hi Bro. This is great and fun. Love it so much.
2097,uwSuPegXJuo,Carla X,I came because of Google plus
2098,uwSuPegXJuo,anima099,He meme&#39;d Donald Trump before it was a thing.
2099,uwSuPegXJuo,B Gfvg,Ahhh nightmares
2100,uwSuPegXJuo,Aiyla Vayu,When his videos weren&#39;t 10 minutes long
2101,uwSuPegXJuo,Azuraii,Last my dudde
2102,uwSuPegXJuo,Youji,"Song at <a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=2m30s"">2:30</a>?"
2103,uwSuPegXJuo,The_Unnamed,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m57s"">4:57</a> that looks like a monster from bloodborne"
2104,uwSuPegXJuo,Lucas,"<a href=""https://www.youtube.com/watch?v=uwSuPegXJuo&amp;t=4m55s"">4:55</a> I thought it was a tree"
2105,uwSuPegXJuo,The FatC,want to see magic?<br><br><br><br>Read more
2106,uwSuPegXJuo,Dominic Wei·haupt,More please
2107,uwSuPegXJuo,emma,What&#39;s The Background Music In This Called?
2108,uwSuPegXJuo,letitia mcclung,Donald chicken
2109,uwSuPegXJuo,letitia mcclung,I&#39;m in subscribeing
2110,uwSuPegXJuo,Connor O'Hare,"Omg, pewdiepie predicted Donald trump winning????"
2111,uwSuPegXJuo,MEOW MEOW,Creepy game in the world
2112,BhkBifP4aiQ,mia mae,Cant stop watching I LIKE DUCK SALTYYYY
2113,BhkBifP4aiQ,Baka no Krow,Thats cool.
2114,BhkBifP4aiQ,Harold Daniel,Best fanfiction ever 
2115,BhkBifP4aiQ,wildanemone,Am I the only one who found this hilarious and freaky?
2116,BhkBifP4aiQ,Sketchy Qubox,I just love the plot twists XD
2117,BhkBifP4aiQ,Blake Messina,It&#39;s so much better with Cry reading it exactly as it was apparently written. Animation is 100%
2118,BhkBifP4aiQ,Gang_bana,haha So funny Pewds :)
2119,BhkBifP4aiQ,Maisyn,"Had a bad day today, this changed my mood instantly, thank you guys! &lt;3"
2120,BhkBifP4aiQ,MYLEGOSTUFF,Hilarious! I was laughing my ass off! How come you don&#39;t do much videos with Cry much like you used too? I miss you guys doing games together.
2121,BhkBifP4aiQ,Daynger,How is there no comments... I think the world broke
2122,BhkBifP4aiQ,Mushy Moo,"no words, just laughter (hope i spelled that right) 030 fistbump pewds o(o-o)<del>o o</del>(030)o"
2123,W4ZjbmTCP9E,Gasp,Been a while
2124,W4ZjbmTCP9E,Akialia2u,This still makes me cry laugh
2125,W4ZjbmTCP9E,Nejc Ferli?,hi
2126,W4ZjbmTCP9E,Erin Pastorius,6 years later and this is still hilarious to watch??
2127,W4ZjbmTCP9E,Hypnotic Skull,"<a href=""https://www.youtube.com/watch?v=W4ZjbmTCP9E&amp;t=0m00s"">0:00</a> when you don?t know how to talk to girls"
2128,W4ZjbmTCP9E,Simon Nielsen,5
2129,W4ZjbmTCP9E,Willy B,"<a href=""https://www.youtube.com/watch?v=W4ZjbmTCP9E&amp;t=11m08s"">11:08</a>"
2130,W4ZjbmTCP9E,Willy B,"<a href=""https://www.youtube.com/watch?v=W4ZjbmTCP9E&amp;t=11m09s"">11:09</a>"
2131,W4ZjbmTCP9E,Asgard Ninja,I miss old Pewdiepie
2132,W4ZjbmTCP9E,Asgard Ninja,This game is so strange
2133,W4ZjbmTCP9E,Iforgottoburrythebody,Before meme review
